Price,Location,Surface
2 500 €,Luxembourg-Belair,52 m²
4 840 €,Luxembourg-Centre ville,155 m²
3 150 €,Luxembourg-Limpertsberg,100 m²
2 400 €,Luxembourg-Hollerich,53 m²
2 550 €,Luxembourg-Limpertsberg,72 m²
2 950 €,Luxembourg-Limpertsberg,84 m²
2 650 €,Luxembourg-Limpertsberg,93 m²
2 400 €,Luxembourg-Limpertsberg,72 m²
2 400 €,Luxembourg-Limpertsberg,60 m²
2 550 €,Luxembourg-Limpertsberg,62 m²
4 200 €,Luxembourg-Centre ville,90 m²
3 500 €,Luxembourg-Gare,80 m²
2 800 €,Luxembourg-Belair,59 m²
2 750 €,Luxembourg-Kirchberg,63 m²
2 600 €,Luxembourg-Centre ville,60 m²
2 500 €,Luxembourg-Centre ville,52 m²
2 900 €,Luxembourg-Centre ville,63 m²
2 750 €,Luxembourg-Centre ville,63 m²
1 900 €,Luxembourg-Kirchberg,32 m²
1 100 €,Luxembourg-Merl,14 m²
1 000 €,Luxembourg-Neudorf,14 m²
2 550 €,Luxembourg-Limpertsberg,72 m²
2 650 €,Luxembourg-Limpertsberg,93 m²
2 550 €,Luxembourg-Centre ville,62 m²
2 550 €,Luxembourg-Limpertsberg,73 m²
2 450 €,Luxembourg-Grund,69 m²
1 900 €,Luxembourg-Centre ville,32 m²
2 500 €,Luxembourg-Belair,52 m²
2 440 €,Luxembourg-Limpertsberg,62 m²
4 840 €,Luxembourg-Centre ville,155 m²
2 300 €,Luxembourg-Limpertsberg,70 m²
3 150 €,Luxembourg-Limpertsberg,100 m²
2 200 €,Luxembourg-Limpertsberg,60 m²
1 100 €,Luxembourg-Belair,14 m²
2 400 €,Luxembourg-Hollerich,53 m²
2 950 €,Luxembourg-Limpertsberg,84 m²
2 400 €,Luxembourg-Limpertsberg,63 m²
1 400 €,Luxembourg-Limpertsberg,30 m²
1 220 €,Luxembourg-Centre ville,17 m²
1 320 €,Luxembourg-Centre ville,16 m²
2 150 €,Luxembourg-Centre ville,67 m²
1 750 €,Luxembourg-Centre ville,32 m²
1 100 €,Luxembourg-Centre ville,15 m²
1 150 €,Luxembourg-Centre ville,15 m²
1 695 €,Luxembourg-Clausen,30 m²
1 900 €,Luxembourg-Clausen,30 m²
3 300 €,Luxembourg-Belair,110 m²
1 800 €,Luxembourg-Centre ville,31 m²
1 225 €,Hesperange,15 m²
935 €,Schifflange,20 m²
1 900 €,Crauthem,72 m²
1 550 €,Luxembourg-Centre Ville,23 m²
800 €,Esch-sur-Alzette,12 m²
1 900 €,Dalheim,117 m²
2 300 €,Luxembourg-Centre Ville,95 m²
1 200 €,Niederkorn,25 m²
2 300 €,Luxembourg-Gare,85 m²
3 450 €,Luxembourg-Centre Ville,87 m²
3 200 €,Luxembourg-Centre Ville,95 m²
3 500 €,Luxembourg-Centre Ville,141 m²
3 450 €,Luxembourg-Centre Ville,87 m²
2 100 €,Luxembourg-Centre Ville,55 m²
3 200 €,Luxembourg-Limpertsberg,95 m²
1 400 €,Luxembourg-Centre Ville,30 m²
2 450 €,Luxembourg-Centre Ville,69 m²
2 400 €,Luxembourg-Limpertsberg,62 m²
4 950 €,Luxembourg-Limpertsberg,166 m²
2 300 €,Luxembourg-Centre ville,52 m²
3 950 €,Luxembourg-Limpertsberg,175 m²
3 300 €,Luxembourg-Centre ville,85 m²
2 200 €,Luxembourg-Centre ville,60 m²
2 400 €,Luxembourg-Centre ville,53 m²
2 950 €,Luxembourg-Centre ville,84 m²
2 550 €,Luxembourg-Centre ville,72 m²
2 400 €,Luxembourg-Centre ville,62 m²
4 950 €,Luxembourg-Limpertsberg,166 m²
2 300 €,Luxembourg-Centre ville,52 m²
2 550 €,Luxembourg-Centre ville,62 m²
2 800 €,Luxembourg-Centre ville,58 m²
3 300 €,Luxembourg-Centre ville,74 m²
2 550 €,Luxembourg-Centre ville,65 m²
1 900 €,Luxembourg-Centre ville,30 m²
2 400 €,Luxembourg-Limpertsberg,72 m²
2 800 €,Luxembourg-Centre ville,59 m²
2 550 €,Luxembourg-Kirchberg,65 m²
1 080 €,Luxembourg-Eich,14 m²
4 000 €,Luxembourg-Centre Ville,125 m²
3 200 €,Luxembourg-Centre Ville,95 m²
3 450 €,Luxembourg-Centre Ville,87 m²
3 500 €,Luxembourg-Centre Ville,141 m²
2 100 €,Luxembourg-Centre Ville,55 m²
1 500 €,Luxembourg-Limpertsberg,30 m²
2 450 €,Luxembourg-Centre Ville,69 m²
3 200 €,Luxembourg-Limpertsberg,95 m²
1 400 €,Luxembourg-Centre Ville,30 m²
2 400 €,Luxembourg-Centre ville,62 m²
1 200 €,Luxembourg-Limpertsberg,15 m²
2 400 €,Luxembourg-Merl,53 m²
1 500 €,Luxembourg-Limpertsberg,30 m²
1 500 €,Luxembourg-Limpertsberg,33 m²
1 500 €,Hesperange,64 m²
1 600 €,Weidingen,84 m²
1 550 €,Weidingen,71 m²
1 800 €,Schuttrange,65 m²
1 500 €,Luxembourg-Limpertsberg,30 m²
675 €,Septfontaines,13 m²
2 900 €,Esch-sur-Alzette,175 m²
2 800 €,Luxembourg-Centre ville,91 m²
2 550 €,Luxembourg-Limpertsberg,62 m²
1 900 €,Luxembourg-Centre ville,30 m²
4 400 €,Luxembourg-Centre ville,156 m²
2 300 €,Luxembourg-Limpertsberg,75 m²
1 100 €,Luxembourg-Bonnevoie,15 m²
1 100 €,Luxembourg-Centre ville,15 m²
1 300 €,Luxembourg-Bonnevoie,18 m²
2 550 €,Luxembourg-Limpertsberg,62 m²
2 400 €,Luxembourg-Centre ville,72 m²
1 900 €,Luxembourg-Kirchberg,30 m²
1 900 €,Luxembourg-Centre ville,30 m²
2 400 €,Luxembourg-Limpertsberg,72 m²
1 300 €,Luxembourg-Centre ville,18 m²
675 €,Septfontaines,13 m²
1 350 €,Lieler,84 m²
1 450 €,Clervaux,83 m²
1 200 €,Clervaux,70 m²
1 400 €,Diekirch,60 m²
1 300 €,Wahlhausen,90 m²
3 100 €,Luxembourg-Gare,94 m²
3 100 €,Luxembourg-Hollerich,94 m²
3 400 €,Luxembourg-Belair,180 m²
2 600 €,Luxembourg-Beggen,84 m²
3 200 €,Luxembourg-Centre ville,100 m²
2 295 €,Luxembourg-Belair,76 m²
2 650 €,Luxembourg-Belair,95 m²
1 850 €,Pétange,67 m²
2 300 €,Luxembourg-Dommeldange,105 m²
1 500 €,Crauthem,72 m²
2 100 €,Kayl,90 m²
1 950 €,Luxembourg-Kirchberg,43 m²
1 450 €,Schifflange,38 m²
5 031 €,Strassen,108 m²
2 567 €,Strassen,49 m²
5 051 €,Strassen,129 m²
2 133 €,Strassen,50 m²
2 900 €,Luxembourg-Weimershof,130 m²
1 550 €,Esch-sur-Alzette,45 m²
3 400 €,Luxembourg-Merl,130 m²
2 240 €,Bissen,78 m²
2 450 €,Luxembourg-Dommeldange,111 m²
2 400 €,Bertrange,92 m²
1 500 €,Luxembourg-Rollingergrund,26 m²
5 000 €,Luxembourg-Centre ville,260 m²
3 200 €,Luxembourg-Kirchberg,88 m²
2 400 €,Luxembourg-Belair,74 m²
4 500 €,Luxembourg-Limpertsberg,160 m²
2 100 €,Belval,93 m²
4 400 €,Luxembourg-Grund,145 m²
2 400 €,Luxembourg-Cents,85 m²
850 €,Beaufort,40 m²
1 500 €,Eselborn,80 m²
1 350 €,Luxembourg-Beggen,36 m²
1 050 €,Esch-sur-Alzette,25 m²
3 137 €,Strassen,81 m²
2 175 €,Strassen,50 m²
1 980 €,Esch-sur-Alzette,130 m²
1 600 €,Luxembourg-Beggen,35 m²
2 500 €,Luxembourg-Muhlenbach,82 m²
2 250 €,Luxembourg-Gare,50 m²
900 €,Luxembourg-Rollingergrund,15 m²
2 950 €,Luxembourg-Centre ville,115 m²
6 000 €,Luxembourg-Centre Ville,230 m²
2 000 €,Luxembourg-Merl,60 m²
1 750 €,Luxembourg-Belair,49 m²
2 300 €,Luxembourg-Merl,43 m²
1 600 €,Hostert (Niederanven),48 m²
1 850 €,Luxembourg-Kirchberg,48 m²
2 300 €,Luxembourg-Merl,43 m²
2 300 €,Luxembourg-Merl,43 m²
2 800 €,Luxembourg-Limpertsberg,90 m²
10 500 €,Luxembourg-Merl,500 m²
2 000 €,Strassen,39 m²
2 000 €,Pétange,125 m²
3 200 €,Keispelt,110 m²
1 390 €,Luxembourg-Gare,35 m²
1 850 €,Luxembourg-Kirchberg,42 m²
2 230 €,Luxembourg-Limpertsberg,90 m²
1 000 €,Luxembourg-Limpertsberg,15 m²
1 000 €,Luxembourg-Centre ville,14 m²
1 000 €,Luxembourg-Merl,15 m²
2 300 €,Luxembourg-Rollingergrund,90 m²
1 350 €,Luxembourg-Gare,35 m²
1 000 €,Luxembourg-Merl,15 m²
1 150 €,Luxembourg-Merl,18 m²
980 €,Luxembourg-Merl,15 m²
980 €,Luxembourg-Centre ville,15 m²
1 000 €,Luxembourg-Centre ville,12 m²
1 150 €,Luxembourg-Centre ville,15 m²
900 €,Sanem,13 m²
1 000 €,Sanem,20 m²
980 €,Luxembourg-Merl,15 m²
1 000 €,Luxembourg-Hollerich,15 m²
1 000 €,Luxembourg-Hollerich,15 m²
850 €,Luxembourg-Merl,15 m²
1 650 €,Luxembourg-Merl,37 m²
2 000 €,Luxembourg-Bonnevoie,56 m²
750 €,Esch-sur-Alzette,12 m²
2 700 €,Mamer,125 m²
2 100 €,Luxembourg-Centre ville,50 m²
1 700 €,Belvaux,26 m²
1 360 €,Luxembourg-Bonnevoie,16 m²
1 750 €,Strassen,80 m²
2 060 €,Luxembourg-Merl,52 m²
1 800 €,Luxembourg-Centre ville,33 m²
1 400 €,Luxembourg-Limpertsberg,30 m²
2 200 €,Noertzange,118 m²
1 680 €,Wormeldange,71 m²
950 €,Luxembourg-Centre ville,14 m²
3 070 €,Ahn,192 m²
1 900 €,Greiveldange,100 m²
1 800 €,Esch-sur-Alzette,75 m²
2 270 €,Luxembourg-Gasperich - Cloche d'or,54 m²
2 500 €,Esch-sur-Alzette,125 m²
1 600 €,Kehlen,66 m²
950 €,Luxembourg-Centre ville,18 m²
2 500 €,Luxembourg-Centre ville,76 m²
2 380 €,Luxembourg-Centre ville,76 m²
1 600 €,Marnach,80 m²
1 250 €,Weiswampach,65 m²
2 410 €,Strassen,61 m²
2 130 €,Strassen,61 m²
2 110 €,Strassen,59 m²
900 €,Luxembourg-Bonnevoie,12 m²
2 000 €,Luxembourg-Bonnevoie,74 m²
3 000 €,Strassen,86 m²
2 830 €,Luxembourg-Merl,50 m²
2 750 €,Luxembourg-Merl,50 m²
2 640 €,Strassen,86 m²
2 420 €,Strassen,61 m²
2 300 €,Strassen,56 m²
2 250 €,Luxembourg-Merl,50 m²
3 630 €,Luxembourg-Merl,91 m²
2 830 €,Luxembourg-Merl,50 m²
2 700 €,Strassen,65 m²
2 480 €,Luxembourg-Merl,50 m²
3 130 €,Luxembourg-Merl,89 m²
2 750 €,Luxembourg-Merl,50 m²
2 640 €,Strassen,86 m²
3 130 €,Strassen,104 m²
2 210 €,Strassen,61 m²
3 000 €,Strassen,86 m²
950 €,Luxembourg-Limpertsberg,15 m²
1 750 €,Luxembourg-Hollerich,33 m²
3 070 €,Ahn,192 m²
2 600 €,Niederkorn,109 m²
3 200 €,Luxembourg-Hollerich,150 m²
1 800 €,Mersch,65 m²
1 200 €,Luxembourg-Belair,31 m²
1 240 €,Luxembourg-Limpertsberg,25 m²
10 000 €,Luxembourg-Kirchberg,279 m²
1 200 €,Luxembourg-Centre ville,22 m²
1 700 €,Lintgen,61 m²
1 390 €,Luxembourg-Gare,35 m²
1 700 €,Luxembourg-Gare,56 m²
1 700 €,Luxembourg-Gare,54 m²
1 700 €,Luxembourg-Gare,55 m²
1 750 €,Luxembourg-Gare,57 m²
2 400 €,Garnich,99 m²
1 800 €,Belval,43 m²
2 200 €,Belval,60 m²
895 €,Luxembourg-Gare,14 m²
1 700 €,Luxembourg-Gare,55 m²
1 700 €,Luxembourg-Gare,54 m²
1 750 €,Luxembourg-Gare,57 m²
1 700 €,Luxembourg-Gare,56 m²
2 400 €,Garnich,99 m²
1 200 €,Luxembourg-Neudorf,18 m²
4 950 €,Luxembourg-Belair,147 m²
1 800 €,Bereldange,54 m²
1 800 €,Luxembourg-Muhlenbach,53 m²
2 150 €,Luxembourg-Bonnevoie,75 m²
2 100 €,Contern,79 m²
18 000 €,Luxembourg-Gare,238 m²
2 000 €,Luxembourg-Gare,N/A
1 600 €,Luxembourg-Gare,40 m²
3 500 €,Hassel,187 m²
2 200 €,Schwebsange,82 m²
2 300 €,Luxembourg-Beggen,78 m²
2 200 €,Remich,77 m²
3 300 €,Bridel,110 m²
1 800 €,Luxembourg-Bonnevoie,59 m²
1 800 €,Luxembourg-Bonnevoie,59 m²
2 200 €,Bertrange,N/A
1 100 €,Luxembourg-Centre ville,16 m²
2 000 €,Luxembourg-Centre ville,49 m²
2 995 €,Luxembourg-Centre ville,96 m²
1 650 €,Luxembourg-Centre ville,43 m²
1 700 €,Dudelange,68 m²
1 950 €,Luxembourg-Bonnevoie,55 m²
1 840 €,Luxembourg-Gare,44 m²
1 150 €,Luxembourg-Bonnevoie,13 m²
1 950 €,Luxembourg-Hollerich,63 m²
1 650 €,Luxembourg-Centre ville,43 m²
2 800 €,Luxembourg-Bonnevoie,78 m²
1 500 €,Niederanven,20 m²
1 000 €,Useldange,20 m²
2 200 €,Luxembourg-Centre ville,57 m²
1 750 €,Luxembourg-Centre ville,40 m²
1 800 €,Luxembourg-Gasperich - Cloche d'or,53 m²
2 200 €,Luxembourg-Clausen,72 m²
1 700 €,Luxembourg-Gare,59 m²
2 700 €,Hesperange,160 m²
2 200 €,Luxembourg-Centre ville,72 m²
1 500 €,Luxembourg-Belair,60 m²
1 900 €,Dippach,75 m²
950 €,Luxembourg-Gasperich - Cloche d'or,18 m²
1 200 €,Luxembourg-Limpertsberg,104 m²
2 500 €,Luxembourg-Cents,111 m²
1 700 €,Mondorf-les-Bains,78 m²
1 790 €,Luxembourg-Bonnevoie,30 m²
1 790 €,Luxembourg-Bonnevoie,30 m²
1 950 €,Grevenmacher,100 m²
1 450 €,Luxembourg-Gasperich - Cloche d'or,35 m²
1 650 €,Esch-sur-Alzette,52 m²
1 550 €,Dudelange,70 m²
1 500 €,Strassen,16 m²
1 500 €,Luxembourg-Kirchberg,16 m²
1 500 €,Luxembourg-Kirchberg,16 m²
1 500 €,Luxembourg-Kirchberg,16 m²
1 400 €,Luxembourg-Gasperich - Cloche d'or,25 m²
1 350 €,Luxembourg-Gasperich - Cloche d'or,23 m²
2 450 €,Mersch,100 m²
1 190 €,Rodange,37 m²
2 200 €,Lamadelaine,N/A
1 490 €,Rodange,55 m²
1 490 €,Lamadelaine,N/A
3 750 €,Luxembourg-Rollingergrund,182 m²
1 000 €,Luxembourg-Centre Ville,14 m²
1 000 €,Luxembourg-Merl,16 m²
1 150 €,Luxembourg-Merl,15 m²
1 800 €,Wasserbillig,63 m²
1 500 €,Strassen,15 m²
1 170 €,Hesperange,36 m²
870 €,Hesperange,13 m²
1 650 €,Luxembourg-Belair,35 m²
1 350 €,Luxembourg-Gasperich - Cloche d'or,23 m²
900 €,Belvaux,16 m²
2 700 €,Wasserbillig,88 m²
1 000 €,Luxembourg-Belair,14 m²
1 325 €,Belvaux,30 m²
990 €,Luxembourg-Cessange,14 m²
1 700 €,Luxembourg-Gare,35 m²
1 400 €,Luxembourg-Gasperich - Cloche d'or,23 m²
1 350 €,Luxembourg-Hollerich,150 m²
1 700 €,Luxembourg-Centre Ville,30 m²
1 500 €,Luxembourg-Gare,30 m²
870 €,Strassen,16 m²
1 000 €,Rumelange,N/A
2 900 €,Bereldange,90 m²
2 500 €,Bereldange,86 m²
1 190 €,Hesperange,36 m²
2 999 €,Luxembourg-Limpertsberg,91 m²
900 €,Strassen,18 m²
2 100 €,Schifflange,75 m²
1 050 €,Luxembourg-Hollerich,25 m²
1 350 €,Luxembourg-Rollingergrund,14 m²
1 900 €,Luxembourg-Limpertsberg,60 m²
1 400 €,Luxembourg-Belair,20 m²
2 300 €,Esch-sur-Alzette,82 m²
1 000 €,Luxembourg-Gasperich - Cloche d'or,80 m²
4 500 €,Oetrange,200 m²
1 750 €,Luxembourg-Gasperich - Cloche d'or,40 m²
2 130 €,Bech,105 m²
900 €,Luxembourg,92 m²
1 750 €,Luxembourg-Gasperich - Cloche d'or,40 m²
825 €,Luxembourg-Gasperich - Cloche d'or,12 m²
2 500 €,Howald,75 m²
2 750 €,Dudelange,90 m²
900 €,Wasserbillig,20 m²
1 650 €,Strassen,58 m²
1 780 €,Luxembourg-Dommeldange,54 m²
1 500 €,Wahl,74 m²
1 750 €,Luxembourg-Beggen,50 m²
2 250 €,Bereldange,110 m²
1 100 €,Luxembourg-Weimerskirch,19 m²
2 850 €,Luxembourg-Belair,100 m²
2 200 €,Luxembourg-Bonnevoie,55 m²
3 000 €,Beaufort,111 m²
2 000 €,Luxembourg-Cents,58 m²
2 800 €,Luxembourg-Cents,88 m²
2 200 €,Luxembourg-Muhlenbach,63 m²
2 200 €,Strassen,65 m²
1 000 €,Esch-sur-Alzette,15 m²
1 100 €,Luxembourg-Weimerskirch,14 m²
1 500 €,Luxembourg-Gare,33 m²
1 550 €,Luxembourg-Bonnevoie,55 m²
1 200 €,Luxembourg-Gare,16 m²
1 600 €,Differdange,57 m²
1 800 €,Luxembourg-Belair,42 m²
1 100 €,Dudelange,15 m²
2 500 €,Steinfort,83 m²
3 150 €,Luxembourg-Eich,100 m²
3 200 €,Luxembourg-Weimerskirch,99 m²
2 250 €,Luxembourg-Neudorf,53 m²
800 €,Esch-sur-Alzette,N/A
1 950 €,Luxembourg-Gare,76 m²
5 000 €,Luxembourg-Clausen,78 m²
1 830 €,Luxembourg-Gasperich - Cloche d'or,16 m²
2 300 €,Luxembourg-Centre ville,20 m²
2 165 €,Luxembourg-Cessange,16 m²
2 235 €,Luxembourg-Cessange,22 m²
1 850 €,Luxembourg-Merl,51 m²
2 200 €,Luxembourg,50 m²
3 000 €,Luxembourg-Merl,110 m²
1 725 €,Lintgen,100 m²
1 125 €,Luxembourg-Merl,10 m²
965 €,Luxembourg-Dommeldange,9 m²
1 340 €,Bascharage,47 m²
935 €,Bascharage,12 m²
890 €,Bascharage,16 m²
1 090 €,Luxembourg-Limpertsberg,10 m²
1 100 €,Luxembourg-Limpertsberg,11 m²
1 030 €,Luxembourg-Bonnevoie,10 m²
1 040 €,Luxembourg-Eich,12 m²
1 150 €,Luxembourg-Limpertsberg,16 m²
1 055 €,Strassen,15 m²
1 070 €,Mamer,16 m²
1 050 €,Mamer,25 m²
1 005 €,Esch-sur-Alzette,20 m²
965 €,Luxembourg-Cessange,11 m²
880 €,Capellen,10 m²
910 €,Capellen,12 m²
900 €,Capellen,11 m²
970 €,Esch-sur-Alzette,18 m²
940 €,Esch-sur-Alzette,12 m²
1 005 €,Luxembourg-Gare,11 m²
960 €,Luxembourg-Gare,10 m²
1 125 €,Luxembourg-Belair,12 m²
1 025 €,Luxembourg-Neudorf,15 m²
970 €,Luxembourg-Neudorf,10 m²
1 140 €,Luxembourg-Gasperich - Cloche d'or,21 m²
1 250 €,Luxembourg-Belair,28 m²
1 055 €,Luxembourg-Limpertsberg,10 m²
920 €,Luxembourg-Bonnevoie,10 m²
1 015 €,Luxembourg-Hollerich,10 m²
985 €,Luxembourg-Gare,12 m²
960 €,Luxembourg-Gare,10 m²
890 €,Luxembourg-Gare,9 m²
930 €,Luxembourg-Gare,10 m²
915 €,Luxembourg-Gare,9 m²
990 €,Luxembourg-Eich,9 m²
1 150 €,Luxembourg-Belair,12 m²
1 005 €,Luxembourg-Belair,10 m²
1 095 €,Luxembourg-Belair,18 m²
1 005 €,Luxembourg-Dommeldange,14 m²
945 €,Luxembourg-Bonnevoie,10 m²
940 €,Esch-sur-Alzette,12 m²
1 035 €,Luxembourg-Beggen,13 m²
985 €,Luxembourg-Beggen,9 m²
975 €,Luxembourg-Cessange,12 m²
985 €,Luxembourg-Neudorf,12 m²
1 090 €,Luxembourg-Belair,14 m²
1 100 €,Luxembourg-Belair,15 m²
1 250 €,Luxembourg-Centre,18 m²
980 €,Reckange-sur-Mess,16 m²
1 060 €,Luxembourg-Eich,14 m²
1 000 €,Howald,12 m²
935 €,Bascharage,14 m²
1 300 €,Luxembourg-Limpertsberg,16 m²
1 070 €,Luxembourg-Limpertsberg,12 m²
1 045 €,Strassen,17 m²
895 €,Capellen,14 m²
875 €,Capellen,14 m²
940 €,Capellen,17 m²
910 €,Esch-sur-Alzette,12 m²
975 €,Luxembourg-Dommeldange,14 m²
925 €,Luxembourg-Bonnevoie,11 m²
1 020 €,Luxembourg-Beggen,16 m²
1 010 €,Luxembourg-Beggen,15 m²
925 €,Luxembourg-Cessange,10 m²
900 €,Esch-sur-Alzette,13 m²
900 €,Esch-sur-Alzette,13 m²
1 150 €,Luxembourg-Limpertsberg,16 m²
940 €,Esch-sur-Alzette,12 m²
970 €,Luxembourg-Hollerich,9 m²
910 €,Luxembourg-Bonnevoie,9 m²
915 €,Luxembourg-Bonnevoie,10 m²
925 €,Bascharage,16 m²
1 700 €,Luxembourg-Gare,32 m²
940 €,Bascharage,15 m²
800 €,Bascharage,14 m²
965 €,Luxembourg-Eich,9 m²
910 €,Luxembourg-Gare,11 m²
1 480 €,Frisange,36 m²
970 €,Luxembourg-Neudorf,10 m²
1 070 €,Leudelange,28 m²
990 €,Luxembourg-Gare,12 m²
1 050 €,Luxembourg-Hollerich,13 m²
1 035 €,Luxembourg-Bonnevoie,15 m²
1 500 €,Luxembourg-Gare,30 m²
5 700 €,Luxembourg-Limpertsberg,191 m²
1 100 €,Crauthem,14 m²
2 750 €,Luxembourg-Muhlenbach,93 m²
1 050 €,Hollerich Luxembourg,11 m²
1 050 €,Hollerich Luxembourg,10 m²
1 075 €,Luxembourg,16 m²
1 490 €,Luxembourg-Muhlenbach,33 m²
3 850 €,Bridel,122 m²
2 400 €,Luxembourg-Limpertsberg,83 m²
2 850 €,Kehlen,150 m²
5 900 €,Luxembourg-Bonnevoie,331 m²
1 450 €,Rumelange,60 m²
5 800 €,Luxembourg-Clausen,70 m²
4 800 €,Luxembourg-Clausen,48 m²
4 000 €,Luxembourg-Limpertsberg,60 m²
2 800 €,Luxembourg-Limpertsberg,43 m²
7 500 €,Luxembourg-Centre ville,105 m²
3 300 €,Luxembourg-Gare,32 m²
4 800 €,Luxembourg-Gasperich - Cloche d'or,59 m²
3 000 €,Luxembourg-Bonnevoie,35 m²
5 000 €,Luxembourg-Gasperich - Cloche d'or,55 m²
750 €,Esch-sur-Alzette,12 m²
1 250 €,Luxembourg-Gare,14 m²
950 €,Luxembourg-Bonnevoie,13 m²
1 000 €,Luxembourg-Gasperich - Cloche d'or,12 m²
900 €,Bereldange,9 m²
750 €,Esch-sur-Alzette,13 m²
1 180 €,Luxembourg-Kirchberg,18 m²
2 800 €,Luxembourg-Belair,80 m²
1 550 €,Alzingen,51 m²
2 850 €,Luxembourg-Limpertsberg,88 m²
1 400 €,Howald,30 m²
2 200 €,Oberanven,80 m²
2 500 €,Dudelange,85 m²
1 200 €,Differdange,30 m²
2 010 €,Luxembourg-Gare,45 m²
1 930 €,Luxembourg-Centre Ville,29 m²
3 300 €,Luxembourg-Gare,96 m²
2 530 €,Howald,97 m²
1 830 €,Luxembourg-Muhlenbach,32 m²
2 470 €,Luxembourg-Kirchberg,88 m²
2 470 €,Luxembourg-Grund,80 m²
7 200 €,Luxembourg-Centre Ville,63 m²
2 720 €,Luxembourg-Kirchberg,75 m²
8 700 €,Luxembourg-Centre Ville,84 m²
2 860 €,Luxembourg-Kirchberg,89 m²
2 630 €,Strassen,95 m²
2 960 €,Luxembourg-Belair,95 m²
1 680 €,Luxembourg-Cessange,34 m²
3 993 €,Luxembourg-Gare,40 m²
2 030 €,Luxembourg-Gasperich - Cloche d'or,34 m²
1 940 €,Luxembourg-Eich,41 m²
2 020 €,Luxembourg-Eich,41 m²
6 631 €,Luxembourg-Gare,80 m²
6 877 €,Luxembourg-Gare,40 m²
1 690 €,Luxembourg-Cessange,35 m²
8 438 €,Luxembourg-Centre Ville,62 m²
2 270 €,Luxembourg-Bonnevoie,46 m²
3 160 €,Luxembourg-Weimerskirch,120 m²
3 230 €,Luxembourg-Limpertsberg,120 m²
2 830 €,Luxembourg-Gasperich - Cloche d'or,80 m²
3 030 €,Luxembourg-Neudorf,80 m²
2 430 €,Senningerberg,88 m²
1 810 €,Luxembourg-Gasperich - Cloche d'or,46 m²
2 190 €,Luxembourg-Eich,65 m²
1 950 €,Luxembourg-Bonnevoie,40 m²
4 954 €,Luxembourg-Gare,40 m²
1 300 €,Dudelange,16 m²
1 700 €,Belvaux,65 m²
1 775 €,Luxembourg-Cessange,54 m²
3 000 €,Luxembourg-Limpertsberg,70 m²
1 800 €,Luxembourg-Bonnevoie,39 m²
800 €,Hesperange,12 m²
2 300 €,Bergem,110 m²
950 €,Luxembourg-Beggen,10 m²
3 750 €,Kayl,160 m²
9 125 €,Kayl,365 m²
1 600 €,Luxembourg-Bonnevoie,60 m²
1 875 €,Luxembourg-Limpertsberg,56 m²
1 960 €,Dudelange,95 m²
920 €,Luxembourg-Gasperich - Cloche d'or,9 m²
640 €,Bereldange,9 m²
640 €,Luxembourg-Gasperich - Cloche d'or,9 m²
640 €,Capellen,14 m²
640 €,Luxembourg-Cessange,9 m²
640 €,Luxembourg-Cessange,9 m²
640 €,Luxembourg-Eich,9 m²
640 €,Luxembourg-Gare,9 m²
625 €,Esch-sur-Alzette,15 m²
620 €,Pontpierre,12 m²
600 €,Capellen,11 m²
600 €,Capellen,10 m²
600 €,Esch-sur-Alzette,10 m²
550 €,Esch-sur-Alzette,9 m²
550 €,Esch-sur-Alzette,13 m²
550 €,Esch-sur-Alzette,9 m²
900 €,Luxembourg-Belair,15 m²
840 €,Strassen,15 m²
800 €,Esch-sur-Alzette,14 m²
740 €,Luxembourg-Bonnevoie,15 m²
740 €,Luxembourg-Cessange,12 m²
630 €,Luxembourg-Gare,13 m²
730 €,Luxembourg-Beggen,13 m²
700 €,Senningerberg,24 m²
700 €,Luxembourg-Bonnevoie,10 m²
670 €,Luxembourg-Cessange,11 m²
1 950 €,Luxembourg-Eich,35 m²
740 €,Mondercange,12 m²
625 €,Capellen,14 m²
625 €,Bascharage,15 m²
550 €,Esch-sur-Alzette,12 m²
550 €,Esch-sur-Alzette,18 m²
900 €,Luxembourg-Belair,20 m²
740 €,Luxembourg-Centre ville,11 m²
740 €,Luxembourg-Bonnevoie,10 m²
740 €,Luxembourg-Centre ville,14 m²
625 €,Esch-sur-Alzette,14 m²
550 €,Esch-sur-Alzette,16 m²
800 €,Luxembourg-Hollerich,9 m²
800 €,Luxembourg-Bonnevoie,11 m²
800 €,Luxembourg-Centre ville,9 m²
800 €,Luxembourg-Centre ville,10 m²
750 €,Luxembourg-Centre ville,10 m²
1 550 €,Hesperange,31 m²
775 €,Luxembourg-Centre ville,11 m²
760 €,Luxembourg-Hamm,9 m²
740 €,Luxembourg-Centre ville,9 m²
875 €,Hesperange,16 m²
700 €,Capellen,12 m²
625 €,Mamer,16 m²
600 €,Esch-sur-Alzette,11 m²
600 €,Esch-sur-Alzette,12 m²
725 €,Esch-sur-Alzette,13 m²
700 €,Capellen,9 m²
700 €,Luxembourg-Centre ville,13 m²
670 €,Luxembourg-Centre ville,9 m²
650 €,Esch-sur-Alzette,14 m²
640 €,Leudelange,16 m²
625 €,Bascharage,14 m²
600 €,Esch-sur-Alzette,13 m²
600 €,Esch-sur-Alzette,16 m²
590 €,Esch-sur-Alzette,9 m²
560 €,Esch-sur-Alzette,10 m²
950 €,Luxembourg-Centre ville,18 m²
